year,region,harvest,anomaly,Latitude,Longitude
1697,Southern Rhone Valley,24.5,-1.46,,
1698,Southern Rhone Valley,38.0,-1.84,,
1699,Southern Rhone Valley,29.5,-0.68,,
1700,Southern Rhone Valley,30.5,-0.91,,
1701,Southern Rhone Valley,34.0,-0.76,,
1702,Southern Rhone Valley,29.5,-1.4,,
1703,Southern Rhone Valley,27.0,-1.21,,
1704,Southern Rhone Valley,22.0,-0.44,,
1705,Southern Rhone Valley,31.7,-0.76,,
1706,Southern Rhone Valley,18.0,-1.04,,
1707,Southern Rhone Valley,28.0,-1.3,,
1708,Southern Rhone Valley,28.0,-1.51,,
1709,Southern Rhone Valley,31.0,-2.13,,
1710,Southern Rhone Valley,18.5,-0.02,,
1711,Southern Rhone Valley,20.7,-0.09,,
1712,Southern Rhone Valley,18.7,-0.37,,
1713,Southern Rhone Valley,32.0,-0.87,,
1714,Southern Rhone Valley,29.7,-0.07,,
1715,Southern Rhone Valley,21.7,-0.07,,
1716,Southern Rhone Valley,33.7,-1.13,,
1717,Southern Rhone Valley,27.7,-0.47,,
1718,Southern Rhone Valley,10.7,-0.22,,
1719,Southern Rhone Valley,16.2,-0.02,,
1720,Southern Rhone Valley,32.0,-0.41,,
1721,Southern Rhone Valley,31.0,-0.6,,
1722,Southern Rhone Valley,27.6,0.79,,
1723,Southern Rhone Valley,27.6,1.46,,
1724,Southern Rhone Valley,19.5,-0.2,,
1725,Southern Rhone Valley,32.0,-0.15,,
1726,Southern Rhone Valley,30.0,-0.06,,
1727,Southern Rhone Valley,18.8,0.79,,
1728,Southern Rhone Valley,16.9,-0.31,,
1729,Southern Rhone Valley,28.5,-0.45,,
1730,Southern Rhone Valley,26.2,0.33,,
1731,Southern Rhone Valley,28.1,-0.26,,
1732,Southern Rhone Valley,29.6,-0.33,,
1733,Southern Rhone Valley,30.6,0.61,,
1734,Southern Rhone Valley,13.6,0.28,,
1735,Southern Rhone Valley,33.0,0.46,,
1736,Southern Rhone Valley,23.0,0.35,,
1737,Southern Rhone Valley,23.0,0.32,,
1738,Southern Rhone Valley,30.1,0.49,,
1739,Southern Rhone Valley,29.0,-0.79,,
1740,Southern Rhone Valley,40.7,-2.47,,
1742,Southern Rhone Valley,27.3,-1.27,,
1743,Southern Rhone Valley,35.6,0.52,,
1744,Southern Rhone Valley,35.9,-0.59,,
1745,Southern Rhone Valley,22.4,-0.78,,
1746,Southern Rhone Valley,33.0,-0.67,,
1747,Southern Rhone Valley,24.0,-0.18,,
1748,Southern Rhone Valley,29.3,-0.36,,
1749,Southern Rhone Valley,35.0,-0.13,,
1750,Southern Rhone Valley,26.5,0.31,,
1751,Southern Rhone Valley,30.0,-0.91,,
1752,Southern Rhone Valley,28.0,0.14,,
1753,Southern Rhone Valley,30.0,-0.89,,
1754,Southern Rhone Valley,29.0,-0.87,,
1755,Southern Rhone Valley,28.0,-0.83,,
1756,Southern Rhone Valley,34.0,-0.29,,
1757,Southern Rhone Valley,31.6,0.05,,
1758,Southern Rhone Valley,32.1,-0.74,,
1759,Southern Rhone Valley,31.8,0.32,,
1760,Southern Rhone Valley,29.0,-0.21,,
1761,Southern Rhone Valley,29.7,0.65,,
1762,Southern Rhone Valley,27.6,0.12,,
1763,Southern Rhone Valley,29.3,-0.15,,
1764,Southern Rhone Valley,29.5,0.4,,
1765,Southern Rhone Valley,31.0,-0.03,,
1766,Southern Rhone Valley,29.6,0.24,,
1767,Southern Rhone Valley,31.6,-0.43,,
1768,Southern Rhone Valley,29.9,-0.53,,
1769,Southern Rhone Valley,36.2,-0.32,,
1770,Southern Rhone Valley,39.3,-0.18,,
1771,Southern Rhone Valley,35.6,-1.02,,
1772,Southern Rhone Valley,27.6,-0.26,,
1773,Southern Rhone Valley,40.9,0.83,,
1774,Southern Rhone Valley,31.9,-0.59,,
1775,Southern Rhone Valley,31.0,0.9,,
1776,Southern Rhone Valley,30.9,-0.25,,
1777,Southern Rhone Valley,33.7,-0.62,,
1778,Southern Rhone Valley,27.0,-0.1,,
1779,Southern Rhone Valley,28.6,1.08,,
1780,Southern Rhone Valley,30.6,-0.59,,
1781,Southern Rhone Valley,27.0,0.38,,
1782,Southern Rhone Valley,35.0,-1.24,,
1783,Southern Rhone Valley,31.0,0.01,,
1784,Southern Rhone Valley,24.5,-1.76,,
1785,Southern Rhone Valley,36.0,-1.68,,
1786,Southern Rhone Valley,35.5,-1.7,,
1787,Southern Rhone Valley,41.5,-0.31,,
1788,Southern Rhone Valley,23.5,-1.08,,
1789,Southern Rhone Valley,37.3,-0.39,,
1790,Southern Rhone Valley,38.0,-0.24,,
1792,Southern Rhone Valley,30.8,-0.43,,
1793,Southern Rhone Valley,37.5,0.13,,
1794,Southern Rhone Valley,36.3,0.74,,
1795,Southern Rhone Valley,31.6,-0.71,,
1799,Southern Rhone Valley,26.6,-1.85,,
1800,Southern Rhone Valley,18.6,-0.47,,
1801,Southern Rhone Valley,22.6,0.19,,
1802,Southern Rhone Valley,26.6,-0.3,,
1804,Southern Rhone Valley,32.5,-0.35,,
1805,Southern Rhone Valley,43.5,-1.38,,
1806,Southern Rhone Valley,38.3,-0.28,,
1807,Southern Rhone Valley,28.0,-0.66,,
1808,Southern Rhone Valley,40.0,-1.15,,
1809,Southern Rhone Valley,48.7,-1.32,,
1810,Southern Rhone Valley,32.5,-1.26,,
1811,Southern Rhone Valley,20.5,0.1,,
1812,Southern Rhone Valley,36.6,-1.77,,
1813,Southern Rhone Valley,35.6,-0.54,,
1814,Southern Rhone Valley,41.6,-1.66,,
1815,Southern Rhone Valley,26.6,-0.7,,
1816,Southern Rhone Valley,49.4,-1.54,,
1817,Southern Rhone Valley,33.0,-0.48,,
1818,Southern Rhone Valley,32.6,0.17,,
1819,Southern Rhone Valley,29.5,-0.01,,
1820,Southern Rhone Valley,25.3,-0.97,,
1821,Southern Rhone Valley,39.0,-0.27,,
1822,Southern Rhone Valley,12.0,0.78,,
1823,Southern Rhone Valley,34.3,-0.66,,
1824,Southern Rhone Valley,43.1,0.07,,
1825,Southern Rhone Valley,26.5,-0.07,,
1826,Southern Rhone Valley,31.8,0.51,,
1827,Southern Rhone Valley,27.1,-0.09,,
1828,Southern Rhone Valley,21.1,-0.12,,
1829,Southern Rhone Valley,37.1,-1.85,,
1830,Southern Rhone Valley,25.3,-0.6,,
1831,Southern Rhone Valley,25.1,-0.12,,
1832,Southern Rhone Valley,34.6,-0.76,,
1833,Southern Rhone Valley,25.9,-0.28,,
1834,Southern Rhone Valley,26.0,0.51,,
1835,Southern Rhone Valley,38.6,-0.55,,
1836,Southern Rhone Valley,32.7,-0.57,,
1837,Southern Rhone Valley,34.3,-0.94,,
1838,Southern Rhone Valley,37.4,-1.75,,
1839,Southern Rhone Valley,34.1,-0.69,,
1840,Southern Rhone Valley,31.4,-1.02,,
1841,Southern Rhone Valley,27.1,-0.32,,
1842,Southern Rhone Valley,28.3,-0.27,,
1843,Southern Rhone Valley,39.8,-0.19,,
1844,Southern Rhone Valley,28.2,-1.2,,
1845,Southern Rhone Valley,37.1,-1.25,,
1846,Southern Rhone Valley,22.6,0.26,,
1847,Southern Rhone Valley,26.8,-0.61,,
1848,Southern Rhone Valley,27.1,-0.38,,
1849,Southern Rhone Valley,29.0,-0.71,,
1850,Southern Rhone Valley,34.0,-0.72,,
1851,Southern Rhone Valley,38.1,-0.34,,
1852,Southern Rhone Valley,34.5,-0.08,,
1853,Southern Rhone Valley,39.4,-1.0,,
1854,Southern Rhone Valley,25.5,-0.24,,
1855,Southern Rhone Valley,29.1,-1.43,,
1856,Southern Rhone Valley,35.0,-0.9,,
1857,Southern Rhone Valley,32.1,0.23,,
1858,Southern Rhone Valley,24.4,-0.2,,
1859,Southern Rhone Valley,23.9,0.48,,
1860,Southern Rhone Valley,34.4,-0.99,,
1861,Southern Rhone Valley,28.7,-0.24,,
1862,Southern Rhone Valley,22.5,-0.51,,
1863,Southern Rhone Valley,22.5,0.6,,
1864,Southern Rhone Valley,20.1,-1.22,,
1865,Southern Rhone Valley,21.6,-0.15,,
1866,Southern Rhone Valley,29.1,-0.08,,
1867,Southern Rhone Valley,20.1,-0.96,,
1868,Southern Rhone Valley,17.1,0.55,,
1869,Southern Rhone Valley,17.3,-0.17,,
1870,Southern Rhone Valley,17.1,-0.93,,
1871,Southern Rhone Valley,20.1,-1.47,,
1872,Southern Rhone Valley,22.1,0.52,,
1873,Southern Rhone Valley,22.1,0.06,,
1874,Southern Rhone Valley,20.1,-0.22,,
1875,Southern Rhone Valley,18.1,-1.02,,
1876,Southern Rhone Valley,21.1,-0.55,,
1877,Southern Rhone Valley,19.1,-0.56,,
1878,Southern Rhone Valley,19.1,-0.24,,
1879,Southern Rhone Valley,22.1,-1.52,,
1880,Southern Rhone Valley,30.1,-0.26,,
1881,Southern Rhone Valley,19.4,-1.06,,
1882,Southern Rhone Valley,33.4,-0.07,,
1883,Southern Rhone Valley,35.6,-0.61,,
1884,Southern Rhone Valley,30.1,-0.22,,
1885,Southern Rhone Valley,38.9,-0.73,,
1886,Southern Rhone Valley,29.3,-0.44,,
1887,Southern Rhone Valley,26.2,-0.93,,
1888,Southern Rhone Valley,35.7,-1.59,,
1889,Southern Rhone Valley,27.6,-0.87,,
1890,Southern Rhone Valley,47.6,-0.69,,
1891,Southern Rhone Valley,36.4,-0.78,,
1892,Southern Rhone Valley,32.7,-0.9,,
1893,Southern Rhone Valley,29.6,-0.5,,
1894,Southern Rhone Valley,35.6,-0.07,,
1895,Southern Rhone Valley,32.8,-0.74,,
1896,Southern Rhone Valley,33.8,-0.49,,
1897,Southern Rhone Valley,32.6,-0.08,,
1898,Southern Rhone Valley,30.7,0.2,,
1899,Southern Rhone Valley,31.0,-0.14,,
1900,Southern Rhone Valley,36.6,-0.08,,
1901,Southern Rhone Valley,36.4,-0.53,,
1902,Southern Rhone Valley,43.0,-1.11,,
1903,Southern Rhone Valley,46.0,-0.1,,
1904,Southern Rhone Valley,24.6,-0.16,,
1905,Southern Rhone Valley,26.6,-0.35,,
1906,Southern Rhone Valley,30.6,-0.01,,
1907,Southern Rhone Valley,38.3,-0.58,,
1908,Southern Rhone Valley,30.9,-0.7,,
1909,Southern Rhone Valley,31.3,-1.07,,
1910,Southern Rhone Valley,28.3,-0.14,,
1911,Southern Rhone Valley,13.3,0.38,,
1912,Southern Rhone Valley,29.9,-0.54,,
1915,Southern Rhone Valley,23.3,-0.78,,
1916,Southern Rhone Valley,38.3,-0.2,,
1917,Southern Rhone Valley,23.4,-0.95,,
1918,Southern Rhone Valley,29.3,-0.14,,
1919,Southern Rhone Valley,20.9,-0.99,,
1920,Southern Rhone Valley,18.6,0.39,,
1921,Southern Rhone Valley,12.8,0.6,,
1922,Southern Rhone Valley,12.4,-0.93,,
1923,Southern Rhone Valley,29.5,-0.49,,
1924,Southern Rhone Valley,18.8,-0.52,,
1925,Southern Rhone Valley,21.3,-0.31,,
1926,Southern Rhone Valley,21.3,0.07,,
1927,Southern Rhone Valley,19.6,-0.28,,
1928,Southern Rhone Valley,24.3,-0.04,,
1929,Southern Rhone Valley,27.3,-0.67,,
1930,Southern Rhone Valley,24.3,0.4,,
1932,Southern Rhone Valley,36.5,0.02,,
1940,Southern Rhone Valley,23.5,-1.24,,
1941,Southern Rhone Valley,24.3,-1.03,,
1942,Southern Rhone Valley,5.5,-0.8,,
1943,Southern Rhone Valley,10.0,0.65,,
1944,Southern Rhone Valley,15.6,0.01,,
1945,Southern Rhone Valley,26.9,0.56,,
1946,Southern Rhone Valley,31.9,-0.03,,
1947,Southern Rhone Valley,26.9,0.32,,
1948,Southern Rhone Valley,28.9,0.58,,
1949,Southern Rhone Valley,20.9,0.88,,
1950,Southern Rhone Valley,26.9,0.31,,
1951,Southern Rhone Valley,39.4,0.09,,
1952,Southern Rhone Valley,27.9,-0.18,,
1953,Southern Rhone Valley,29.4,0.31,,
1954,Southern Rhone Valley,33.4,-0.48,,
1955,Southern Rhone Valley,26.9,-0.22,,
1956,Southern Rhone Valley,35.9,-1.19,,
1957,Southern Rhone Valley,25.9,0.17,,
1958,Southern Rhone Valley,26.9,-0.14,,
1959,Southern Rhone Valley,26.9,0.54,,
1960,Southern Rhone Valley,20.9,-0.02,,
1961,Southern Rhone Valley,11.9,0.67,,
1962,Southern Rhone Valley,28.9,-0.67,,
1963,Southern Rhone Valley,22.9,-0.81,,
1964,Southern Rhone Valley,16.0,-0.08,,
1965,Southern Rhone Valley,23.9,-0.69,,
1966,Southern Rhone Valley,20.0,-0.04,,
1967,Southern Rhone Valley,25.9,0.22,,
1968,Southern Rhone Valley,24.9,-0.2,,
1969,Southern Rhone Valley,22.9,-0.38,,
1970,Southern Rhone Valley,22.9,-0.32,,
1971,Southern Rhone Valley,25.0,-0.08,,
1972,Southern Rhone Valley,25.9,-0.25,,
1973,Southern Rhone Valley,21.9,-0.01,,
1974,Southern Rhone Valley,27.9,0.14,,
1975,Southern Rhone Valley,26.9,0.39,,
1976,Southern Rhone Valley,17.9,-0.08,,
1977,Southern Rhone Valley,27.9,0.07,,
1978,Southern Rhone Valley,25.9,-0.46,,
1979,Southern Rhone Valley,15.9,-0.28,,
1980,Southern Rhone Valley,26.9,-0.46,,
1981,Southern Rhone Valley,17.9,-0.05,,
1982,Southern Rhone Valley,17.4,0.51,,
1983,Southern Rhone Valley,24.5,0.64,,
1984,Southern Rhone Valley,25.9,-0.1,,
1985,Southern Rhone Valley,21.9,-0.43,,
1986,Southern Rhone Valley,17.0,-0.1,,
1987,Southern Rhone Valley,22.9,-0.26,,
1988,Southern Rhone Valley,16.0,0.67,,
1989,Southern Rhone Valley,12.9,1.18,,
1990,Southern Rhone Valley,13.9,1.22,,
1991,Southern Rhone Valley,20.9,0.21,,
1992,Southern Rhone Valley,14.9,0.89,,
1993,Southern Rhone Valley,13.9,0.26,,
1994,Southern Rhone Valley,9.0,1.32,,
1995,Southern Rhone Valley,15.9,0.87,,
1996,Southern Rhone Valley,20.9,-0.22,,
1997,Southern Rhone Valley,13.9,0.98,,
1998,Southern Rhone Valley,8.9,0.76,,
1999,Southern Rhone Valley,11.9,1.09,,
2000,Southern Rhone Valley,8.9,1.21,,
2001,Southern Rhone Valley,7.9,0.95,,
2002,Southern Rhone Valley,10.9,1.22,,
2003,Southern Rhone Valley,0.0,1.28,,
2004,Southern Rhone Valley,12.9,0.79,,
2005,Southern Rhone Valley,9.9,0.75,,
2006,Southern Rhone Valley,9.5,1.29,,
1655,Spain,38.0,-0.13,42.34,-3.3
1656,Spain,41.0,0.0,42.34,-3.3
1657,Spain,35.0,0.18,42.34,-3.3
1658,Spain,48.0,-0.14,42.34,-3.3
1659,Spain,38.0,-0.21,42.34,-3.3
1660,Spain,34.0,-0.05,42.34,-3.3
1661,Spain,42.0,0.45,42.34,-3.3
1662,Spain,39.0,0.13,42.34,-3.3
1663,Spain,45.0,-0.44,42.34,-3.3
1664,Spain,35.0,-0.52,42.34,-3.3
1669,Spain,33.0,-0.3,42.34,-3.3
1670,Spain,41.0,-0.41,42.34,-3.3
1671,Spain,36.0,-0.21,42.34,-3.3
1672,Spain,33.0,-0.69,42.34,-3.3
1673,Spain,44.0,-1.13,42.34,-3.3
1674,Spain,40.0,-1.39,42.34,-3.3
1675,Spain,56.0,-1.63,42.34,-3.3
1676,Spain,35.0,-0.67,42.34,-3.3
1677,Spain,38.0,-0.73,42.34,-3.3
1678,Spain,54.0,-1.06,42.34,-3.3
1679,Spain,43.0,-0.75,42.34,-3.3
1680,Spain,46.0,-0.62,42.34,-3.3
1681,Spain,37.0,-0.76,42.34,-3.3
1682,Spain,44.0,-0.46,42.34,-3.3
1683,Spain,37.0,-1.02,42.34,-3.3
1684,Spain,45.0,-1.56,42.34,-3.3
1685,Spain,40.0,-0.35,42.34,-3.3
1686,Spain,35.0,0.64,42.34,-3.3
1687,Spain,40.0,-0.52,42.34,-3.3
1688,Spain,51.0,-1.65,42.34,-3.3
1689,Spain,36.0,-0.95,42.34,-3.3
1690,Spain,52.0,-0.57,42.34,-3.3
1691,Spain,38.0,-1.34,42.34,-3.3
1692,Spain,44.0,-1.78,42.34,-3.3
1693,Spain,57.0,-1.04,42.34,-3.3
1694,Spain,43.0,-1.84,42.34,-3.3
1695,Spain,51.0,-2.22,42.34,-3.3
1696,Spain,41.0,-0.99,42.34,-3.3
1697,Spain,55.0,-1.46,42.34,-3.3
1698,Spain,52.0,-1.84,42.34,-3.3
1699,Spain,34.0,-0.68,42.34,-3.3
1700,Spain,49.0,-0.91,42.34,-3.3
1701,Spain,54.0,-0.76,42.34,-3.3
1702,Spain,48.0,-1.4,42.34,-3.3
1703,Spain,41.0,-1.21,42.34,-3.3
1711,Spain,43.0,-0.09,42.34,-3.3
1712,Spain,44.0,-0.37,42.34,-3.3
1713,Spain,52.0,-0.87,42.34,-3.3
1714,Spain,58.0,-0.07,42.34,-3.3
1716,Spain,36.0,-1.13,42.34,-3.3
1717,Spain,37.0,-0.47,42.34,-3.3
1718,Spain,23.0,-0.22,42.34,-3.3
1719,Spain,30.0,-0.02,42.34,-3.3
1720,Spain,45.0,-0.41,42.34,-3.3
1721,Spain,45.0,-0.6,42.34,-3.3
1722,Spain,36.0,0.79,42.34,-3.3
1723,Spain,34.0,1.46,42.34,-3.3
1724,Spain,29.0,-0.2,42.34,-3.3
1725,Spain,49.0,-0.15,42.34,-3.3
1726,Spain,41.0,-0.06,42.34,-3.3
1727,Spain,41.0,0.79,42.34,-3.3
1728,Spain,41.0,-0.31,42.34,-3.3
1729,Spain,44.0,-0.45,42.34,-3.3
1730,Spain,44.0,0.33,42.34,-3.3
1731,Spain,43.0,-0.26,42.34,-3.3
1732,Spain,52.0,-0.33,42.34,-3.3
1733,Spain,43.0,0.61,42.34,-3.3
1734,Spain,33.0,0.28,42.34,-3.3
1735,Spain,53.0,0.46,42.34,-3.3
1736,Spain,43.0,0.35,42.34,-3.3
1737,Spain,51.0,0.32,42.34,-3.3
1738,Spain,42.0,0.49,42.34,-3.3
1739,Spain,55.0,-0.79,42.34,-3.3
1741,Spain,33.0,-0.19,42.34,-3.3
1743,Spain,49.0,0.52,42.34,-3.3
1745,Spain,38.0,-0.78,42.34,-3.3
1746,Spain,48.0,-0.67,42.34,-3.3
1747,Spain,59.0,-0.18,42.34,-3.3
1748,Spain,40.0,-0.36,42.34,-3.3
1749,Spain,47.0,-0.13,42.34,-3.3
1750,Spain,44.0,0.31,42.34,-3.3
1751,Spain,44.0,-0.91,42.34,-3.3
1752,Spain,37.0,0.14,42.34,-3.3
1753,Spain,33.0,-0.89,42.34,-3.3
1754,Spain,40.0,-0.87,42.34,-3.3
1755,Spain,45.0,-0.83,42.34,-3.3
1756,Spain,54.0,-0.29,42.34,-3.3
1757,Spain,43.0,0.05,42.34,-3.3
1758,Spain,49.0,-0.74,42.34,-3.3
1760,Spain,48.0,-0.21,42.34,-3.3
1761,Spain,42.0,0.65,42.34,-3.3
1762,Spain,35.0,0.12,42.34,-3.3
1763,Spain,48.0,-0.15,42.34,-3.3
1764,Spain,29.0,0.4,42.34,-3.3
1765,Spain,44.0,-0.03,42.34,-3.3
1766,Spain,42.0,0.24,42.34,-3.3
1767,Spain,35.0,-0.43,42.34,-3.3
1768,Spain,38.0,-0.53,42.34,-3.3
1769,Spain,36.0,-0.32,42.34,-3.3
1770,Spain,50.0,-0.18,42.34,-3.3
1771,Spain,42.0,-1.02,42.34,-3.3
1773,Spain,40.0,0.83,42.34,-3.3
1774,Spain,46.0,-0.59,42.34,-3.3
1775,Spain,42.0,0.9,42.34,-3.3
1779,Spain,41.0,1.08,42.34,-3.3
1782,Spain,46.0,-1.24,42.34,-3.3
1783,Spain,45.0,0.01,42.34,-3.3
1784,Spain,42.0,-1.76,42.34,-3.3
1786,Spain,41.0,-1.7,42.34,-3.3
1787,Spain,46.0,-0.31,42.34,-3.3
1788,Spain,35.0,-1.08,42.34,-3.3
1789,Spain,43.0,-0.39,42.34,-3.3
1790,Spain,43.0,-0.24,42.34,-3.3
1791,Spain,43.0,0.31,42.34,-3.3
1792,Spain,39.0,-0.43,42.34,-3.3
1793,Spain,38.0,0.13,42.34,-3.3
1794,Spain,45.0,0.74,42.34,-3.3
1795,Spain,43.0,-0.71,42.34,-3.3
1796,Spain,41.0,0.02,42.34,-3.3
1797,Spain,44.0,0.52,42.34,-3.3
1798,Spain,39.0,0.16,42.34,-3.3
1799,Spain,44.0,-1.85,42.34,-3.3
1893,Spain,28.0,-0.5,42.34,-3.3
1894,Spain,39.0,-0.07,42.34,-3.3
1895,Spain,38.0,-0.74,42.34,-3.3
1896,Spain,42.0,-0.49,42.34,-3.3
1897,Spain,27.0,-0.08,42.34,-3.3
1898,Spain,42.0,0.2,42.34,-3.3
1899,Spain,25.0,-0.14,42.34,-3.3
1900,Spain,32.0,-0.08,42.34,-3.3
1901,Spain,34.0,-0.53,42.34,-3.3
1903,Spain,40.0,-0.1,42.34,-3.3
1904,Spain,26.0,-0.16,42.34,-3.3
1905,Spain,48.0,-0.35,42.34,-3.3
1906,Spain,40.0,-0.01,42.34,-3.3
1907,Spain,34.0,-0.58,42.34,-3.3
1908,Spain,49.0,-0.7,42.34,-3.3
1909,Spain,48.0,-1.07,42.34,-3.3
1910,Spain,55.0,-0.14,42.34,-3.3
1911,Spain,41.0,0.38,42.34,-3.3
1912,Spain,44.0,-0.54,42.34,-3.3
1913,Spain,45.0,0.06,42.34,-3.3
1914,Spain,45.0,0.08,42.34,-3.3
1915,Spain,42.0,-0.78,42.34,-3.3
1916,Spain,46.0,-0.2,42.34,-3.3
1921,Spain,37.0,0.6,42.34,-3.3
1922,Spain,41.0,-0.93,42.34,-3.3
1924,Spain,31.0,-0.52,42.34,-3.3
1925,Spain,59.0,-0.31,42.34,-3.3
1926,Spain,58.0,0.07,42.34,-3.3
1927,Spain,40.0,-0.28,42.34,-3.3
1928,Spain,38.0,-0.04,42.34,-3.3
1929,Spain,33.0,-0.67,42.34,-3.3
1930,Spain,42.0,0.4,42.34,-3.3
1931,Spain,42.0,-0.67,42.34,-3.3
1932,Spain,42.0,0.02,42.34,-3.3
1933,Spain,42.0,-0.41,42.34,-3.3
1934,Spain,42.0,0.92,42.34,-3.3
1935,Spain,42.0,0.02,42.34,-3.3
1936,Spain,42.0,0.1,42.34,-3.3
1937,Spain,42.0,0.28,42.34,-3.3
1938,Spain,42.0,0.45,42.34,-3.3
1939,Spain,42.0,-0.01,42.34,-3.3
1940,Spain,40.0,-1.24,42.34,-3.3
1941,Spain,57.0,-1.03,42.34,-3.3
1942,Spain,33.0,-0.8,42.34,-3.3
1943,Spain,34.0,0.65,42.34,-3.3
1944,Spain,46.0,0.01,42.34,-3.3
1945,Spain,45.0,0.56,42.34,-3.3
1946,Spain,44.0,-0.03,42.34,-3.3
1947,Spain,36.0,0.32,42.34,-3.3
1948,Spain,43.0,0.58,42.34,-3.3
1949,Spain,29.0,0.88,42.34,-3.3
1950,Spain,34.0,0.31,42.34,-3.3
1951,Spain,47.0,0.09,42.34,-3.3
1952,Spain,43.0,-0.18,42.34,-3.3
1953,Spain,43.0,0.31,42.34,-3.3
1954,Spain,50.0,-0.48,42.34,-3.3
1955,Spain,36.0,-0.22,42.34,-3.3
1956,Spain,52.0,-1.19,42.34,-3.3
1957,Spain,46.0,0.17,42.34,-3.3
1958,Spain,43.0,-0.14,42.34,-3.3
1959,Spain,40.0,0.54,42.34,-3.3
1960,Spain,40.0,-0.02,42.34,-3.3
1961,Spain,33.0,0.67,42.34,-3.3
1962,Spain,45.0,-0.67,42.34,-3.3
1963,Spain,52.0,-0.81,42.34,-3.3
1964,Spain,32.0,-0.08,42.34,-3.3
1965,Spain,44.0,-0.69,42.34,-3.3
1966,Spain,43.0,-0.04,42.34,-3.3
1967,Spain,48.0,0.22,42.34,-3.3
1968,Spain,48.0,-0.2,42.34,-3.3
1969,Spain,47.0,-0.38,42.34,-3.3
1970,Spain,44.0,-0.32,42.34,-3.3
1971,Spain,59.5,-0.08,42.34,-3.3
1972,Spain,58.5,-0.25,42.34,-3.3
1973,Spain,45.5,-0.01,42.34,-3.3
1974,Spain,57.5,0.14,42.34,-3.3
1975,Spain,55.0,0.39,42.34,-3.3
1976,Spain,39.0,-0.08,42.34,-3.3
1977,Spain,64.0,0.07,42.34,-3.3
1978,Spain,60.5,-0.46,42.34,-3.3
1979,Spain,45.5,-0.28,42.34,-3.3
1980,Spain,58.0,-0.46,42.34,-3.3
1981,Spain,43.0,-0.05,42.34,-3.3
1982,Spain,39.5,0.51,42.34,-3.3
1983,Spain,36.5,0.64,42.34,-3.3
1984,Spain,40.5,-0.1,42.34,-3.3
1985,Spain,46.5,-0.43,42.34,-3.3
1986,Spain,41.0,-0.1,42.34,-3.3
1987,Spain,46.5,-0.26,42.34,-3.3
1988,Spain,33.0,0.67,42.34,-3.3
1989,Spain,32.5,1.18,42.34,-3.3
1990,Spain,31.5,1.22,42.34,-3.3
1991,Spain,43.0,0.21,42.34,-3.3
1992,Spain,44.5,0.89,42.34,-3.3
1993,Spain,34.0,0.26,42.34,-3.3
1994,Spain,22.5,1.32,42.34,-3.3
1995,Spain,36.0,0.87,42.34,-3.3
1996,Spain,37.5,-0.22,42.34,-3.3
1997,Spain,28.5,0.98,42.34,-3.3
1998,Spain,45.0,0.76,42.34,-3.3
1999,Spain,38.5,1.09,42.34,-3.3
2000,Spain,33.5,1.21,42.34,-3.3
2001,Spain,41.5,0.95,42.34,-3.3
2002,Spain,35.0,1.22,42.34,-3.3
2003,Spain,27.0,1.28,42.34,-3.3
2004,Spain,37.5,0.79,42.34,-3.3
2005,Spain,30.0,0.75,42.34,-3.3
2006,Spain,28.5,1.29,42.34,-3.3
2007,Spain,33.0,1.39,42.34,-3.3
1655,Switzerland Leman Lake,38.8,-0.13,,
1656,Switzerland Leman Lake,38.4,0.0,,
1657,Switzerland Leman Lake,33.8,0.18,,
1658,Switzerland Leman Lake,44.0,-0.14,,
1659,Switzerland Leman Lake,26.0,-0.21,,
1660,Switzerland Leman Lake,26.2,-0.05,,
1661,Switzerland Leman Lake,38.2,0.45,,
1662,Switzerland Leman Lake,45.5,0.13,,
1663,Switzerland Leman Lake,50.2,-0.44,,
1664,Switzerland Leman Lake,37.0,-0.52,,
1665,Switzerland Leman Lake,34.3,-0.73,,
1666,Switzerland Leman Lake,36.8,0.03,,
1667,Switzerland Leman Lake,51.4,-0.65,,
1668,Switzerland Leman Lake,34.6,0.07,,
1669,Switzerland Leman Lake,37.8,-0.3,,
1670,Switzerland Leman Lake,42.4,-0.41,,
1671,Switzerland Leman Lake,38.7,-0.21,,
1672,Switzerland Leman Lake,39.8,-0.69,,
1673,Switzerland Leman Lake,56.6,-1.13,,
1674,Switzerland Leman Lake,47.8,-1.39,,
1675,Switzerland Leman Lake,64.2,-1.63,,
1676,Switzerland Leman Lake,28.3,-0.67,,
1677,Switzerland Leman Lake,47.8,-0.73,,
1678,Switzerland Leman Lake,36.9,-1.06,,
1679,Switzerland Leman Lake,34.3,-0.75,,
1680,Switzerland Leman Lake,40.8,-0.62,,
1681,Switzerland Leman Lake,38.8,-0.76,,
1682,Switzerland Leman Lake,57.6,-0.46,,
1683,Switzerland Leman Lake,41.5,-1.02,,
1684,Switzerland Leman Lake,27.8,-1.56,,
1685,Switzerland Leman Lake,45.0,-0.35,,
1686,Switzerland Leman Lake,33.5,0.64,,
1687,Switzerland Leman Lake,41.6,-0.52,,
1688,Switzerland Leman Lake,45.7,-1.65,,
1689,Switzerland Leman Lake,50.6,-0.95,,
1690,Switzerland Leman Lake,46.7,-0.57,,
1691,Switzerland Leman Lake,42.1,-1.34,,
1692,Switzerland Leman Lake,66.2,-1.78,,
1693,Switzerland Leman Lake,42.3,-1.04,,
